Date,close,open,high,low,涨跌幅,volume,Ticker
2026-01-26,186.47,187.16,189.12,185.99,-0.64%,124800000.0,NVDA
2026-01-27,188.52,187.24,190.0,185.7,1.10%,143710000.0,NVDA
2026-01-28,191.52,191.27,192.35,189.84,1.59%,148550000.0,NVDA
2026-01-29,192.51,191.34,193.48,186.06,0.52%,171760000.0,NVDA
2026-01-30,191.13,191.21,194.49,189.47,-0.72%,179490000.0,NVDA
2026-02-02,185.61,187.2,190.3,184.88,-2.89%,165790000.0,NVDA
2026-02-03,180.34,186.24,186.27,176.23,-2.84%,204020000.0,NVDA
2026-02-04,174.19,179.46,179.58,171.91,-3.41%,207010000.0,NVDA
2026-02-05,171.88,174.93,176.82,171.03,-1.33%,206310000.0,NVDA
2026-02-06,185.41,176.69,187.0,174.6,7.87%,231350000.0,NVDA
2026-02-09,190.04,184.26,193.66,183.95,2.50%,196390000.0,NVDA
2026-02-10,188.54,191.38,192.48,188.12,-0.79%,136760000.0,NVDA
2026-02-11,190.05,192.45,193.26,188.77,0.80%,144190000.0,NVDA
2026-02-12,186.94,193.03,193.61,186.51,-1.64%,189930000.0,NVDA
2026-02-13,182.81,187.48,187.5,181.59,-2.21%,161890000.0,NVDA
2026-02-17,184.97,181.75,187.15,179.18,1.18%,162280000.0,NVDA
2026-02-18,187.98,188.75,190.37,186.76,1.63%,164750000.0,NVDA
2026-02-19,187.9,187.05,188.43,185.66,-0.04%,126550000.0,NVDA
2026-02-20,189.82,186.57,190.33,185.94,1.02%,178420000.0,NVDA
2026-02-23,191.55,191.4,193.95,189.57,0.91%,171580000.0,NVDA
2026-02-24,192.85,191.49,193.77,187.4,0.68%,175120000.0,NVDA
2026-02-25,195.56,194.45,197.63,193.79,1.41%,250640000.0,NVDA
2026-02-26,184.89,194.27,194.29,184.32,-5.46%,360810000.0,NVDA
2026-02-27,177.19,181.25,182.59,176.38,-4.16%,311640000.0,NVDA
2023-03-01,110.89,109.31,111.86,109.24,0.89%,13200000.0,XOM
2023-03-02,111.4,110.61,111.69,110.17,0.46%,10340000.0,XOM
2023-03-03,112.81,110.05,113.37,109.95,1.27%,13010000.0,XOM
2023-03-06,113.81,111.99,113.84,111.87,0.89%,14350000.0,XOM
2023-03-07,111.61,112.81,113.17,111.17,-1.93%,11530000.0,XOM
2023-03-08,109.98,111.23,112.42,109.07,-1.46%,13510000.0,XOM
2023-03-09,109.13,110.87,112.23,109.03,-0.77%,12960000.0,XOM
2023-03-10,107.78,109.56,111.04,107.15,-1.24%,15800000.0,XOM
2023-03-13,106.54,105.34,107.86,103.72,-1.15%,20750000.0,XOM
2023-03-14,106.94,106.35,109.01,104.96,0.38%,18260000.0,XOM
2023-03-15,101.62,102.82,104.2,100.22,-4.97%,25730000.0,XOM
2023-03-16,101.03,99.11,101.68,98.02,-0.58%,27480000.0,XOM
2023-03-17,99.84,100.6,101.61,99.14,-1.18%,43200000.0,XOM
2023-03-20,102.45,99.63,102.48,99.5,2.61%,32040000.0,XOM
2023-03-21,107.04,104.17,107.28,104.13,4.48%,31590000.0,XOM
2023-03-22,104.59,106.8,107.18,104.56,-2.29%,14950000.0,XOM
2023-03-23,103.41,105.36,106.34,102.44,-1.13%,14390000.0,XOM
2023-03-24,103.53,101.47,103.85,100.91,0.12%,13410000.0,XOM
2023-03-27,105.8,104.74,106.48,103.91,2.19%,14810000.0,XOM
2023-03-28,107.12,105.44,107.65,105.19,1.25%,11050000.0,XOM
2023-03-29,108.96,108.06,109.16,107.49,1.72%,14220000.0,XOM
2023-03-30,109.49,109.55,109.57,108.52,0.49%,11580000.0,XOM
2023-03-31,109.66,109.68,110.17,109.05,0.16%,14420000.0,XOM
2023-04-03,116.13,113.39,116.85,113.12,5.90%,28090000.0,XOM
2023-04-04,115.02,116.26,116.7,114.17,-0.96%,16370000.000000002,XOM
2023-04-05,116.99,115.35,117.0,114.31,1.71%,16480000.0,XOM
2023-04-06,115.05,116.86,117.18,114.77,-1.66%,15780000.0,XOM
2023-04-10,114.54,114.78,116.18,114.17,-0.44%,13010000.0,XOM
2023-04-11,115.35,114.96,116.2,114.38,0.71%,11760000.0,XOM
2023-04-12,115.23,116.16,116.59,114.93,-0.10%,10920000.0,XOM
2023-04-13,115.77,114.6,115.89,114.13,0.47%,12400000.0,XOM
2023-04-14,116.05,115.9,116.66,115.12,0.24%,11530000.0,XOM
2023-04-17,114.7,115.49,116.51,114.42,-1.16%,13260000.0,XOM
2023-04-18,116.94,114.39,117.21,114.3,1.95%,17440000.0,XOM
2023-04-19,116.57,116.08,116.9,115.77,-0.32%,10680000.0,XOM
2023-04-20,115.64,115.13,115.68,113.23,-0.80%,17040000.0,XOM
2023-04-21,116.01,116.49,116.88,115.26,0.32%,14320000.0,XOM
2023-04-24,118.2,115.92,118.89,115.88,1.89%,15830000.0,XOM
2023-04-25,116.52,117.55,117.74,115.63,-1.42%,12180000.0,XOM
2023-04-26,115.45,116.03,117.09,114.68,-0.92%,15570000.0,XOM
2023-04-27,116.83,115.62,117.01,114.88,1.20%,16280000.000000002,XOM
2023-04-28,118.34,117.25,119.92,116.83,1.29%,24380000.0,XOM
2023-05-01,114.67,115.99,117.3,114.45,-3.10%,17350000.0,XOM
2023-05-02,110.1,113.94,113.94,109.29,-3.99%,24320000.0,XOM
2023-05-03,107.93,109.08,109.81,107.75,-1.97%,16210000.0,XOM
2023-05-04,106.04,107.9,108.75,105.91,-1.75%,17180000.0,XOM
2023-05-05,108.68,108.55,109.43,107.53,2.49%,14970000.0,XOM
2023-05-08,109.11,110.5,110.97,109.04,0.40%,11190000.0,XOM
2023-05-09,109.14,108.34,110.23,108.21,0.03%,11370000.0,XOM
2023-05-10,107.74,109.74,110.01,106.71,-1.28%,14880000.0,XOM
2023-05-11,105.79,106.49,106.82,104.93,-1.81%,17170000.0,XOM
2023-05-12,105.78,106.31,107.01,104.78,-0.01%,12610000.0,XOM
2023-05-15,105.07,105.51,105.93,104.58,-0.67%,13720000.0,XOM
2023-05-16,102.52,104.63,104.81,102.02,-2.43%,14800000.0,XOM
2023-05-17,104.82,103.39,105.23,102.85,2.24%,14060000.0,XOM
2023-05-18,105.77,104.55,105.91,104.13,0.91%,12010000.0,XOM
2023-05-19,106.26,106.57,107.05,105.82,0.46%,13360000.0,XOM
2023-05-22,104.97,105.84,107.04,104.88,-1.21%,12880000.0,XOM
2023-05-23,106.4,105.99,108.22,105.75,1.36%,14390000.0,XOM
2023-05-24,107.59,107.38,108.51,106.73,1.12%,16340000.0,XOM
2023-05-25,105.66,105.94,106.43,104.71,-1.79%,14320000.0,XOM
2023-05-26,104.97,106.47,106.95,104.83,-0.65%,12370000.0,XOM
2023-05-30,104.04,103.29,104.12,102.61,-0.89%,11940000.0,XOM
2023-05-31,102.18,102.29,103.04,101.74,-1.79%,24930000.0,XOM
2023-06-01,103.36,101.75,105.58,101.26,1.15%,13550000.0,XOM
2023-06-02,105.76,105.16,106.13,104.53,2.32%,14110000.0,XOM
2023-06-05,105.29,107.19,107.29,105.09,-0.44%,12250000.0,XOM
2023-06-06,106.15,104.15,106.27,103.98,0.82%,12210000.0,XOM
2023-06-07,108.53,106.79,108.89,106.73,2.24%,16030000.000000002,XOM
2023-06-08,108.19,108.77,109.14,105.9,-0.31%,13520000.0,XOM
2023-06-09,107.39,108.46,108.61,107.16,-0.74%,12250000.0,XOM
2023-06-12,106.42,105.81,107.06,105.56,-0.90%,14120000.0,XOM
2023-06-13,106.44,107.38,108.34,106.28,0.02%,13530000.0,XOM
2023-06-14,105.16,107.45,108.11,104.39,-1.20%,16629999.999999998,XOM
2023-06-15,105.89,105.5,107.03,105.44,0.69%,16219999.999999998,XOM
2023-06-16,105.13,106.36,106.77,104.96,-0.72%,43130000.0,XOM
2023-06-20,102.72,104.68,104.77,102.12,-2.29%,17520000.0,XOM
2023-06-21,103.87,102.5,104.63,102.33,1.12%,13290000.0,XOM
2023-06-22,103.3,102.84,103.89,102.65,-0.55%,12460000.0,XOM
2023-06-23,102.4,102.59,102.82,101.62,-0.87%,17930000.0,XOM
2023-06-26,104.29,102.2,104.9,102.2,1.85%,14280000.0,XOM
2023-06-27,104.55,104.04,104.61,103.27,0.25%,13230000.0,XOM
2023-06-28,105.4,104.31,105.82,103.2,0.81%,13080000.0,XOM
2023-06-29,106.7,105.66,106.73,105.13,1.23%,11360000.0,XOM
2023-06-30,107.25,107.32,107.88,106.81,0.52%,13540000.0,XOM
2023-07-03,107.46,107.49,108.46,107.07,0.20%,7400000.0,XOM
2023-07-05,106.91,107.63,107.92,106.1,-0.51%,12490000.0,XOM
2023-07-06,102.92,105.09,105.72,102.43,-3.73%,17960000.0,XOM
2023-07-07,103.16,101.92,104.0,101.56,0.23%,21930000.0,XOM
2023-07-10,104.69,102.97,104.75,102.75,1.48%,14880000.0,XOM
2023-07-11,105.97,105.26,106.16,104.81,1.22%,12580000.0,XOM
2023-07-12,106.49,107.0,107.65,106.13,0.49%,13240000.0,XOM
2023-07-13,104.54,105.97,106.23,103.32,-1.83%,26830000.0,XOM
2023-07-14,100.94,104.05,104.05,100.53,-3.44%,28180000.0,XOM
2023-07-17,101.38,100.72,101.67,100.22,0.44%,18060000.0,XOM
2023-07-18,100.92,100.92,102.2,100.34,-0.45%,24620000.0,XOM
2023-07-19,101.62,101.05,102.4,100.8,0.69%,15560000.0,XOM
2023-07-20,103.41,102.54,103.66,102.36,1.76%,15740000.0,XOM
2023-07-21,103.89,104.16,104.38,103.26,0.46%,17120000.0,XOM
2023-07-24,105.52,104.36,106.16,103.96,1.57%,15090000.0,XOM
2023-07-25,105.68,105.06,106.09,104.54,0.15%,14120000.0,XOM
2023-07-26,105.09,105.11,105.72,104.64,-0.56%,15160000.0,XOM
2023-07-27,105.42,106.0,106.99,104.74,0.31%,17680000.0,XOM
2023-07-28,104.16,105.11,105.16,102.32,-1.20%,17570000.0,XOM
2023-07-31,107.24,105.19,107.86,105.19,2.96%,24200000.0,XOM
2023-08-01,106.62,106.95,107.32,105.53,-0.58%,14210000.0,XOM
2023-08-02,105.29,106.26,106.38,104.57,-1.25%,13490000.0,XOM
2023-08-03,107.12,105.89,107.88,105.3,1.74%,16280000.000000002,XOM
2023-08-04,107.42,107.96,109.24,107.33,0.28%,14280000.0,XOM
2023-08-07,107.2,107.9,108.42,106.5,-0.20%,12410000.0,XOM
2023-08-08,107.73,106.04,107.75,104.83,0.49%,14070000.0,XOM
2023-08-09,109.56,108.71,110.42,108.31,1.70%,19920000.0,XOM
2023-08-10,110.12,110.19,111.63,109.44,0.51%,15840000.0,XOM
2023-08-11,111.83,110.37,112.07,110.05,1.55%,14050000.0,XOM
2023-08-14,111.92,111.68,111.98,110.78,0.08%,12970000.0,XOM
2023-08-15,108.16,110.75,110.86,107.96,-3.36%,14910000.0,XOM
2023-08-16,106.34,108.28,109.33,106.28,-1.68%,13700000.0,XOM
2023-08-17,108.4,107.42,110.14,107.42,1.94%,16710000.0,XOM
2023-08-18,110.04,107.64,110.19,107.62,1.51%,16219999.999999998,XOM
2023-08-21,108.71,110.36,110.98,108.14,-1.21%,11090000.0,XOM
2023-08-22,108.1,109.17,109.72,107.95,-0.56%,10520000.0,XOM
2023-08-23,107.15,107.04,107.3,105.72,-0.88%,11440000.0,XOM
2023-08-24,106.35,106.42,107.76,106.07,-0.75%,10820000.0,XOM
2023-08-25,108.25,107.43,108.93,106.62,1.79%,13580000.0,XOM
2023-08-28,109.16,108.45,110.04,108.44,0.84%,10380000.0,XOM
2023-08-29,109.81,109.66,110.02,108.42,0.60%,9670000.0,XOM
2023-08-30,110.88,110.44,111.14,109.98,0.97%,11920000.0,XOM
2023-08-31,111.19,111.12,111.42,110.61,0.28%,17480000.0,XOM
2023-09-01,113.52,112.2,113.82,112.2,2.10%,14840000.0,XOM
2023-09-05,113.53,114.1,115.82,113.5,0.01%,18300000.0,XOM
2023-09-06,114.51,113.48,114.59,113.23,0.86%,13330000.0,XOM
2023-09-07,113.95,114.65,115.85,113.7,-0.49%,13250000.0,XOM
2023-09-08,115.61,114.53,116.05,114.32,1.46%,14290000.0,XOM
2023-09-11,114.16,116.18,116.68,113.57,-1.25%,14380000.0,XOM
2023-09-12,117.49,115.34,117.67,115.27,2.92%,20150000.0,XOM
2023-09-13,116.44,117.41,117.96,115.9,-0.89%,13470000.0,XOM
2023-09-14,118.52,117.55,118.66,117.33,1.79%,15210000.0,XOM
2023-09-15,116.7,117.9,118.51,116.5,-1.54%,34570000.0,XOM
2023-09-18,117.64,117.53,118.24,116.7,0.81%,14050000.0,XOM
2023-09-19,117.33,118.62,118.84,116.61,-0.26%,12570000.0,XOM
2023-09-20,116.4,116.54,118.02,116.32,-0.79%,11880000.0,XOM
2023-09-21,114.76,116.98,117.37,114.6,-1.41%,14410000.0,XOM
2023-09-22,114.94,115.71,116.68,114.81,0.16%,13200000.0,XOM
2023-09-25,116.23,115.09,116.64,114.83,1.12%,11320000.0,XOM
2023-09-26,116.41,115.5,116.73,115.37,0.15%,11810000.0,XOM
2023-09-27,120.2,117.89,120.5,117.4,3.26%,23980000.0,XOM
2023-09-28,119.47,119.98,120.7,118.19,-0.61%,16810000.0,XOM
2023-09-29,117.58,119.1,119.18,116.73,-1.58%,18810000.0,XOM
2023-10-02,115.63,117.53,117.79,114.55,-1.66%,14390000.0,XOM
2023-10-03,115.83,115.44,116.44,115.03,0.17%,13300000.0,XOM
2023-10-04,111.5,114.05,114.09,110.5,-3.74%,19620000.0,XOM
2023-10-05,108.99,109.8,110.9,108.7,-2.25%,20130000.0,XOM
2023-10-06,107.17,105.73,108.27,105.11,-1.67%,25370000.0,XOM
2023-10-09,110.92,110.44,112.07,109.52,3.50%,22370000.0,XOM
2023-10-10,110.45,111.02,111.45,110.12,-0.42%,13890000.0,XOM
2023-10-11,106.49,106.96,107.17,104.83,-3.59%,57940000.0,XOM
2023-10-12,106.47,107.59,107.84,106.09,-0.02%,31180000.0,XOM
2023-10-13,109.87,108.03,110.2,107.84,3.19%,30290000.0,XOM
2023-10-16,109.95,110.5,110.68,109.13,0.07%,18450000.0,XOM
2023-10-17,111.39,109.73,111.8,109.68,1.31%,19780000.0,XOM
2023-10-18,112.95,111.82,113.39,111.7,1.40%,23380000.0,XOM
2023-10-19,113.02,112.72,113.96,111.32,0.06%,20970000.0,XOM
2023-10-20,111.08,112.92,113.32,110.79,-1.72%,22450000.0,XOM
2023-10-23,109.45,110.63,110.96,108.68,-1.47%,18180000.0,XOM
2023-10-24,108.39,109.7,109.82,108.12,-0.97%,16790000.0,XOM
2023-10-25,108.59,108.52,109.5,108.13,0.18%,22050000.0,XOM
2023-10-26,107.6,107.45,108.34,106.5,-0.91%,18770000.0,XOM
2023-10-27,105.55,108.89,109.86,104.96,-1.91%,23090000.0,XOM
2023-10-30,105.88,105.74,106.42,105.21,0.31%,19380000.0,XOM
2023-10-31,105.85,105.58,106.16,104.54,-0.03%,22190000.0,XOM
2023-11-01,105.64,106.53,107.17,105.46,-0.20%,28980000.0,XOM
2023-11-02,109.11,105.88,109.19,105.5,3.28%,25210000.0,XOM
2023-11-03,107.78,108.4,108.78,106.54,-1.22%,30560000.0,XOM
2023-11-06,105.87,108.17,108.27,105.77,-1.77%,19100000.0,XOM
2023-11-07,104.21,104.47,104.86,103.29,-1.57%,20270000.0,XOM
2023-11-08,102.93,103.73,104.9,102.89,-1.23%,19180000.0,XOM
2023-11-09,102.96,103.67,103.97,102.86,0.03%,18380000.0,XOM
2023-11-10,103.75,103.93,104.41,102.9,0.77%,17830000.0,XOM
2023-11-13,104.84,104.05,105.14,103.81,1.05%,15310000.0,XOM
2023-11-14,104.29,104.3,104.82,103.87,-0.52%,18260000.0,XOM
2023-11-15,103.66,103.96,105.15,103.5,-0.60%,20140000.0,XOM
2023-11-16,102.46,102.9,103.27,101.15,-1.16%,22470000.0,XOM
2023-11-17,104.96,103.06,105.43,102.75,2.44%,22990000.0,XOM
2023-11-20,104.5,105.38,105.88,104.43,-0.44%,17460000.0,XOM
2023-11-21,104.46,104.21,104.69,103.21,-0.04%,14990000.0,XOM
2023-11-22,104.01,102.58,104.12,101.94,-0.43%,18070000.0,XOM
2023-11-24,104.57,104.02,105.46,103.91,0.54%,9480000.0,XOM
2023-11-27,103.96,104.1,104.4,103.18,-0.58%,18010000.0,XOM
2023-11-28,103.9,104.24,104.91,103.88,-0.06%,20630000.0,XOM
2023-11-29,102.34,104.27,104.58,101.64,-1.50%,26800000.0,XOM
2023-11-30,102.74,103.11,104.48,101.81,0.39%,29250000.0,XOM
2023-12-01,102.99,102.5,104.22,102.22,0.24%,17850000.0,XOM
2023-12-04,102.43,102.13,103.36,101.59,-0.54%,21520000.0,XOM
2023-12-05,100.44,102.27,102.34,100.29,-1.94%,22250000.0,XOM
2023-12-06,99.11,100.0,100.72,98.34,-1.32%,31150000.0,XOM
2023-12-07,98.42,99.86,100.83,98.09,-0.70%,29990000.0,XOM
2023-12-08,99.55,99.02,99.79,98.75,1.15%,22070000.0,XOM
2023-12-11,99.62,99.8,99.86,98.58,0.07%,22250000.0,XOM
2023-12-12,98.05,98.68,98.68,97.48,-1.58%,26080000.0,XOM
2023-12-13,98.92,98.04,99.03,97.65,0.89%,19920000.0,XOM
2023-12-14,101.58,99.85,102.14,99.72,2.69%,26170000.0,XOM
2023-12-15,100.9,100.59,101.0,100.31,-0.67%,55530000.0,XOM
2023-12-18,101.65,102.13,103.11,101.52,0.74%,21610000.0,XOM
2023-12-19,102.99,102.0,103.19,101.79,1.32%,18900000.0,XOM
2023-12-20,101.27,103.5,103.94,101.13,-1.67%,20990000.0,XOM
2023-12-21,101.73,101.47,102.0,100.81,0.45%,19250000.0,XOM
2023-12-22,101.91,102.31,102.94,101.82,0.18%,12930000.0,XOM
2023-12-26,102.14,102.74,103.03,102.11,0.23%,16840000.0,XOM
2023-12-27,101.66,102.04,102.55,101.33,-0.47%,14560000.0,XOM
2023-12-28,100.19,101.39,101.61,100.13,-1.45%,16329999.999999998,XOM
2023-12-29,99.98,100.37,100.59,99.62,-0.21%,17750000.0,XOM
2024-01-02,102.36,100.92,103.1,100.85,2.38%,23480000.0,XOM
2024-01-03,103.22,102.27,103.62,101.66,0.84%,23490000.0,XOM
2024-01-04,102.32,104.08,104.57,102.05,-0.87%,19400000.0,XOM
2024-01-05,102.63,103.17,103.4,102.13,0.30%,15830000.0,XOM
2024-01-08,100.92,100.73,101.04,98.9,-1.67%,23370000.0,XOM
2024-01-09,99.67,101.29,101.29,99.19,-1.24%,19500000.0,XOM
2024-01-10,98.69,99.8,99.8,98.16,-0.98%,18210000.0,XOM
2024-01-11,98.67,99.04,99.5,98.56,-0.02%,15830000.0,XOM
2024-01-12,99.95,100.14,100.65,99.17,1.30%,18040000.0,XOM
2024-01-16,97.69,99.82,100.01,97.53,-2.26%,20240000.0,XOM
2024-01-17,96.98,96.6,97.96,96.58,-0.73%,18380000.0,XOM
2024-01-18,96.8,97.0,97.09,95.82,-0.19%,20940000.0,XOM
2024-01-19,96.95,96.72,97.02,96.41,0.15%,20090000.0,XOM
2024-01-22,96.82,96.7,97.1,95.77,-0.13%,19960000.0,XOM
2024-01-23,97.91,96.81,98.5,96.73,1.13%,15860000.0,XOM
2024-01-24,99.6,98.32,99.65,97.74,1.73%,17330000.0,XOM
2024-01-25,102.13,100.31,102.18,99.61,2.54%,22090000.0,XOM
2024-01-26,103.0,101.97,103.08,101.19,0.85%,20820000.0,XOM
2024-01-29,103.13,102.98,103.2,101.86,0.13%,18320000.0,XOM
2024-01-30,104.85,102.41,104.88,102.1,1.67%,19610000.0,XOM
2024-01-31,102.81,104.74,104.88,102.77,-1.95%,22420000.0,XOM
2024-02-01,102.39,103.57,104.01,101.62,-0.41%,19240000.0,XOM
2024-02-02,101.97,103.75,104.0,101.61,-0.41%,21970000.0,XOM
2024-02-05,101.55,101.45,102.38,100.5,-0.41%,17190000.0,XOM
2024-02-06,102.25,102.07,103.04,101.57,0.69%,13350000.0,XOM
2024-02-07,102.22,102.25,102.73,101.18,-0.03%,13830000.0,XOM
2024-02-08,103.97,102.34,104.42,102.11,1.71%,19640000.0,XOM
2024-02-09,101.77,104.1,104.84,101.7,-2.12%,20410000.0,XOM
2024-02-12,103.17,102.16,103.4,102.0,1.38%,18170000.0,XOM
2024-02-13,101.34,102.76,103.09,100.6,-1.77%,18920000.0,XOM
2024-02-14,100.84,101.87,102.61,100.42,-0.49%,17650000.0,XOM
2024-02-15,103.73,100.6,103.93,100.6,2.87%,23200000.0,XOM
2024-02-16,103.73,104.01,104.63,103.52,0.00%,20150000.0,XOM
2024-02-20,102.75,103.84,104.12,102.64,-0.94%,17650000.0,XOM
2024-02-21,104.85,103.02,104.98,102.99,2.04%,21000000.0,XOM
2024-02-22,104.76,104.16,105.41,103.45,-0.09%,20470000.0,XOM
2024-02-23,103.84,103.88,104.09,102.88,-0.88%,15980000.0,XOM
2024-02-26,104.25,103.72,104.93,103.05,0.39%,13360000.0,XOM
2024-02-27,104.03,104.68,105.15,103.85,-0.21%,16360000.0,XOM
2024-02-28,104.32,104.47,105.43,104.0,0.28%,14810000.0,XOM
2024-02-29,104.52,104.68,105.07,104.21,0.19%,17570000.0,XOM
2024-03-01,105.84,105.72,106.39,105.38,1.26%,18460000.0,XOM
2024-03-04,104.36,105.66,105.85,104.03,-1.40%,18140000.0,XOM
2024-03-05,105.64,104.53,106.27,104.32,1.23%,19950000.0,XOM
2024-03-06,106.77,106.62,107.57,106.15,1.07%,20470000.0,XOM
2024-03-07,107.37,106.6,107.98,106.6,0.56%,15200000.0,XOM
2024-03-08,108.38,107.23,108.4,106.77,0.94%,16280000.000000002,XOM
2024-03-11,109.02,108.25,109.12,107.34,0.59%,17580000.0,XOM
2024-03-12,108.32,109.06,109.28,108.03,-0.64%,14960000.0,XOM
2024-03-13,109.53,109.14,110.35,109.11,1.12%,17120000.0,XOM
2024-03-14,111.47,109.83,111.55,109.69,1.77%,22120000.0,XOM
2024-03-15,111.27,110.85,112.3,110.85,-0.18%,38260000.0,XOM
2024-03-18,112.3,111.79,112.86,111.1,0.93%,16770000.0,XOM
2024-03-19,113.09,112.22,113.49,112.06,0.70%,14880000.0,XOM
2024-03-20,112.99,112.72,113.4,112.13,-0.09%,16120000.000000002,XOM
2024-03-21,113.49,112.92,113.91,112.57,0.44%,14880000.0,XOM
2024-03-22,113.49,113.48,113.68,112.82,0.00%,14700000.0,XOM
2024-03-25,114.65,113.83,115.78,113.83,1.02%,14010000.0,XOM
2024-03-26,113.79,114.66,114.98,113.41,-0.75%,13150000.0,XOM
2024-03-27,114.97,113.48,115.06,113.41,1.04%,12420000.0,XOM
2024-03-28,116.24,115.53,116.45,115.06,1.10%,18480000.0,XOM
2024-04-01,116.99,116.41,117.24,115.38,0.65%,13820000.0,XOM
2024-04-02,119.28,117.92,119.6,117.33,1.96%,19920000.0,XOM
2024-04-03,119.3,119.48,119.75,118.73,0.02%,16500000.0,XOM
2024-04-04,119.72,119.05,119.88,118.64,0.35%,18470000.0,XOM
2024-04-05,121.37,119.98,122.15,119.64,1.38%,21720000.0,XOM
2024-04-08,120.55,121.08,121.74,120.21,-0.68%,17510000.0,XOM
2024-04-09,121.18,121.0,121.65,120.34,0.52%,14140000.0,XOM
2024-04-10,122.2,121.22,122.47,120.73,0.84%,17410000.0,XOM
2024-04-11,121.79,122.69,122.69,120.34,-0.34%,17560000.0,XOM
2024-04-12,120.37,122.95,123.75,119.67,-1.17%,21560000.0,XOM
2024-04-15,119.68,121.09,121.69,119.45,-0.57%,15030000.0,XOM
2024-04-16,118.69,119.56,120.22,117.92,-0.83%,18080000.0,XOM
2024-04-17,118.63,118.55,119.35,117.12,-0.05%,14540000.0,XOM
2024-04-18,118.52,119.0,119.72,117.97,-0.09%,13820000.0,XOM
2024-04-19,119.88,119.15,120.93,118.95,1.15%,21570000.0,XOM
2024-04-22,120.56,119.26,121.57,118.43,0.57%,16340000.0,XOM
2024-04-23,121.03,120.0,121.06,119.45,0.39%,13930000.0,XOM
2024-04-24,121.05,120.3,121.25,119.39,0.02%,12100000.0,XOM
2024-04-25,121.33,121.03,121.76,119.4,0.23%,16040000.0,XOM
2024-04-26,117.96,119.0,119.1,116.22,-2.78%,27290000.0,XOM
2024-04-29,119.64,117.76,120.05,117.76,1.42%,17340000.0,XOM
2024-04-30,118.27,119.11,120.2,117.98,-1.15%,21080000.0,XOM
2024-05-01,116.03,118.28,118.47,115.66,-1.89%,27790000.0,XOM
2024-05-02,116.24,116.26,117.26,115.9,0.18%,25510000.0,XOM
2024-05-03,116.0,116.0,116.07,114.13,-0.21%,28020000.0,XOM
2024-05-06,116.75,116.67,118.34,116.4,0.65%,31400000.0,XOM
2024-05-07,116.17,117.28,117.58,115.93,-0.50%,30120000.0,XOM
2024-05-08,116.15,115.71,116.95,115.41,-0.02%,18960000.0,XOM
2024-05-09,118.44,116.2,118.53,116.19,1.97%,17560000.0,XOM
2024-05-10,117.96,118.54,118.66,117.58,-0.41%,13650000.0,XOM
2024-05-13,117.91,118.42,119.04,117.12,-0.04%,15060000.0,XOM
2024-05-14,117.67,116.79,117.74,116.48,-0.20%,15080000.0,XOM
2024-05-15,118.58,117.61,118.84,116.08,0.77%,18240000.0,XOM
2024-05-16,117.87,118.54,119.3,117.54,-0.60%,15750000.0,XOM
2024-05-17,119.64,118.3,119.83,117.96,1.50%,15100000.0,XOM
2024-05-20,118.67,119.73,119.89,118.55,-0.81%,11550000.0,XOM
2024-05-21,117.85,118.4,119.45,117.78,-0.69%,14490000.0,XOM
2024-05-22,115.48,117.46,117.46,114.96,-2.01%,17880000.0,XOM
2024-05-23,113.51,115.6,117.51,113.36,-1.71%,15980000.0,XOM
2024-05-24,113.42,114.84,115.08,113.04,-0.08%,12210000.0,XOM
2024-05-28,114.86,113.52,115.11,113.07,1.27%,13980000.0,XOM
2024-05-29,113.63,114.53,114.54,112.81,-1.07%,13900000.0,XOM
2024-05-30,113.99,113.27,114.13,112.96,0.32%,14690000.0,XOM
2024-05-31,117.26,114.12,117.49,113.99,2.87%,29040000.0,XOM
2024-06-03,114.45,116.3,116.36,113.76,-2.40%,19590000.0,XOM
2024-06-04,112.67,113.0,113.09,110.92,-1.56%,19410000.0,XOM
2024-06-05,113.12,112.89,113.19,111.48,0.40%,14860000.0,XOM
2024-06-06,113.97,112.75,114.04,112.11,0.75%,13150000.0,XOM
2024-06-07,112.75,113.79,114.89,112.67,-1.07%,13290000.0,XOM
2024-06-10,113.08,113.06,114.22,112.7,0.29%,15250000.0,XOM
2024-06-11,112.17,112.49,112.67,111.31,-0.80%,12460000.0,XOM
2024-06-12,110.93,113.3,113.3,110.54,-1.11%,13610000.0,XOM
2024-06-13,110.04,110.84,110.86,109.72,-0.80%,14470000.0,XOM
2024-06-14,109.11,110.02,110.21,108.59,-0.85%,13310000.0,XOM
2024-06-17,108.36,109.17,109.46,108.18,-0.69%,21150000.0,XOM
2024-06-18,109.38,109.03,110.72,108.8,0.94%,17760000.0,XOM
2024-06-20,111.74,109.91,112.62,109.59,2.16%,17430000.0,XOM
2024-06-21,110.76,111.9,112.69,110.76,-0.88%,52220000.0,XOM
2024-06-24,114.05,111.64,114.53,111.64,2.97%,16270000.0,XOM
2024-06-25,114.37,114.11,114.55,113.46,0.28%,16210000.0,XOM
2024-06-26,114.41,114.39,114.82,113.14,0.03%,15770000.0,XOM
2024-06-27,114.9,114.99,114.99,114.11,0.43%,16810000.0,XOM
2024-06-28,115.12,115.86,116.54,114.68,0.19%,24570000.0,XOM
2024-07-01,114.96,115.71,116.74,114.53,-0.14%,11970000.0,XOM
2024-07-02,114.18,115.9,115.94,113.49,-0.68%,13330000.0,XOM
